qs1,qs2,qs2a,qs3y_1,qs4_1,qs6_1,rateqs3y,rateqs4,rateqs6,p1,p5,p7a,p7b,p7c,p7d,p7e,p7f,p7g,p7count,p8,p9,p10,p11,p14,p15,p16,p1801,p20,p22a,p22b,p22c,p22d,p22e,p22f,p22g,p23,p24,c1,c2a,c2b,c2c,c2d,c2e,c2f,c2g,c3,c8,C3C8,c4,c1_t,c11,c15,c16,c17a,c17b,c17c,c17d,c17e,c17f,c17g,c17h,c17i,c17j,c17k,c17l,c17m,c17n,c17o,c17p,c17q,c20,c23a,c23b,c23c,c23d,c23e,dmscore,C26A_H,C26_A,C26C_H,C26_C,C26D_H,C26_D,C26E_H,C26_E,C26F_H,C26G_H,C26_G,C26TOT1,C26TOT2
1,1,2,14,1,7,14,1,7,2,1,1,1,2,2,1,1,1,5,1,2,5,4,1,800,745,3,2,2,2,2,2,2,2,2,3,1,32,5,4,4,2,1,2,5,1,1,1,15,2300,1,2,4,1,2,1,2,1,1,2,1,4,1,5,2,1,1,3,2,3,3,1,1,1,2,1,12.5,0.5,30,1,60,0.75,45,99,99,0,2.5,150,6.25,375
1,1,2,13,1,6,13,1,6,1,1,2,2,2,2,2,2,1,1,1,1,5,4,1,800,730,4,2,2,2,2,2,2,2,2,1,6,24,1,1,1,1,1,1,1,7,1,3,13,2100,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1.5,90,0,0,0,0,0,0,0.25,0.42,25,2.17,130
1,1,1,12,1,7,12,1,7,1,1,1,1,1,2,1,1,1,6,1,2,3,3,1,720,645,7,1,2,2,2,2,2,2,2,4,6,26,1,5,4,1,5,2,4,4,2,3,9,2130,0,4,4,4,2,2,2,1,2,3,2,1,2,3,3,2,2,2,1,3,3,1,1,2,2,2,15,1.5,90,0.5,30,0.75,45,0.5,30,1.5,2,120,8.75,525
1,1,2,11,2,6,11,2,6,1,2,1,2,2,2,2,1,1,3,1,1,3,3,1,730,700,3,2,2,1,2,2,2,1,2,1,3,28,4,4,3,2,2,2,2,4,4,1,11,2200,2,4,5,3,2,2,2,2,4,5,4,2,2,4,4,1,1,5,4,3,2,2,2,2,2,2,20,2,120,0.5,30,0.5,30,1,60,1,1,60,8,480
1,1,2,11,2,6,13,1,8,1,1,1,2,1,2,2,1,1,4,1,2,5,3,1,800,730,4,1,2,2,2,2,2,2,2,5,5,25,2,5,2,2,2,2,4,4,2,3,12,2115,0,1,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,10,1.5,90,0.5,30,0.5,30,0.17,10,0.42,3,180,8.09,485
1,2,1,13,2,8,13,2,8,1,1,1,2,1,2,2,2,1,3,1,1,5,3,1,815,630,7,4,2,2,2,2,2,2,2,1,3,28,3,5,5,4,1,2,2,3,2,3,11,2200,2,5,4,2,1,1,2,2,1,4,1,1,4,1,4,2,2,4,1,3,1,1,1,2,2,2,15,0,0,1,60,0,0,2,120,0,2,120,6,360
1,1,1,11,1,6,11,1,6,1,1,1,2,2,2,2,2,1,2,1,2,5,5,1,855,800,4,4,2,1,2,2,2,2,2,1,3,24,1,5,1,1,3,5,1,3,2,3,15,2100,0,4,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,60,3,180,2,120,0,0,1,1,60,10,600
1,2,2,11,2,6,11,2,6,2,1,1,2,2,2,2,1,1,3,1,2,5,3,1,800,715,3,2,2,2,2,2,2,2,1,1,6,26,3,5,2,3,4,1,2,3,2,3,11,2130,0,2,5,3,3,1,1,1,1,3,1,1,2,2,5,1,1,2,1,2,2,1,1,1,2,1,12.5,1,60,0,0,0.25,15,0.5,30,1,1.5,90,6.25,375
1,1,1,13,1,8,13,1,8,1,1,2,2,2,2,2,2,1,1,1,1,5,4,1,800,730,3,2,2,2,2,2,2,2,2,1,6,28,4,5,1,5,2,1,1,4,2,3,15,2200,0,2,5,2,2,3,1,1,1,4,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,10,0.5,30,2,120,0,0,1,60,0.5,0.5,30,7.5,450
1,2,1,16,1,11,16,1,11,1,1,2,2,2,2,2,2,2,0,2,1,5,5,1,845,830,3,2,2,1,2,2,2,1,1,1,6,1,5,5,2,4,2,1,3,2,2,1,19,2400,0,2,4,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3.5,210,0,0,0.5,30,0,0,0,2,120,8.5,510
1,1,3,14,2,9,14,2,9,1,1,2,2,1,1,2,2,1,3,2,2,5,4,1,725,710,3,1,2,2,2,2,2,2,2,1,4,26,1,1,4,4,4,2,1,4,3,3,12,2130,2,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.5,30,0,0,0.25,15,0.5,30,0.5,0.5,30,2.25,135
1,1,2,11,2,7,14,2,8,1,1,2,1,2,2,1,2,1,3,1,1,5,4,3,745,725,3,2,2,2,2,2,2,1,2,1,6,22,5,2,2,2,4,1,2,3,1,3,15,2030,2,4,4,4,3,2,2,1,1,4,2,2,5,3,4,2,5,4,3,5,1,2,2,2,2,2,20,1,60,0,0,1,60,1,60,1,2,120,6,360
1,2,2,11,2,6,11,2,6,1,1,1,2,2,1,1,1,2,4,1,1,5,5,1,800,730,6,6,2,2,2,2,2,2,2,1,6,24,1,5,2,5,1,1,3,3,7,2,12,2100,3,5,5,1,1,3,2,3,1,2,1,1,1,1,2,3,2,1,1,2,1,1,1,2,1,2,12.5,2,120,0.5,30,1,60,1,60,2,1.5,90,13,780
1,2,2,12,2,7,12,2,7,1,1,2,2,2,2,2,2,1,1,1,1,5,4,1,815,745,3,2,2,2,2,2,2,2,2,1,5,24,1,5,1,2,5,3,3,6,4,3,15,2100,0,5,5,3,4,4,1,1,4,4,1,1,2,3,4,1,3,4,1,2,3,2,1,1,1,1,12.5,1,60,0.5,30,0.08,5,0.08,5,1,3,180,9.66,580
1,1,1,15,2,10,15,2,10,1,1,1,2,2,1,2,1,1,4,1,1,5,3,1,730,630,7,4,2,2,2,2,2,2,2,1,5,32,1,5,1,5,5,5,1,4,7,2,11,2300,2,1,1,5,5,5,2,1,1,5,1,5,5,5,5,1,1,1,1,5,1,3,2,3,1,1,22.5,2,120,0.5,30,4,240,5,300,4,0,0,15.67,940
1,1,3,12,2,6,16,1,10,1,1,1,2,2,1,1,1,1,5,1,1,4,4,1,835,745,3,2,2,2,2,2,2,2,2,1,3,22,5,5,1,1,1,2,5,5,7,2,13,2030,0,4,5,5,4,5,1,1,5,5,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,3,15,1,60,1,60,2,120,0.5,30,0,3,180,8.5,510
1,2,2,15,2,10,15,2,10,1,1,1,2,2,2,2,2,1,2,2,2,5,4,1,830,730,3,2,2,2,2,2,2,2,2,1,5,28,2,5,2,1,4,1,1,2,2,1,10,2200,0,2,5,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,10,1.5,90,0,0,0,0,1,60,1.5,99,99,5,300
1,2,1,16,1,11,16,1,11,1,1,1,2,2,1,2,2,1,3,1,1,5,4,1,700,645,2,4,2,2,2,2,2,2,1,1,6,30,5,5,5,4,2,2,1,3,3,1,13,2230,3,4,5,2,2,1,1,1,1,5,1,1,1,5,4,2,2,4,1,1,1,1,1,1,2,1,12.5,1,60,0,0,0.5,30,1.5,90,0,1,60,4.5,270
1,1,1,11,2,6,11,2,6,1,1,1,2,2,2,2,1,1,3,1,1,5,4,1,830,700,7,3,2,1,2,2,2,2,2,6,3,20,5,5,3,3,4,3,3,3,3,1,9,2000,0,2,5,4,2,2,2,1,2,4,1,1,1,2,2,1,1,3,1,1,2,2,1,2,1,2,15,1.33,80,0.33,20,1,60,0.33,20,0.5,3,180,8.49,510
1,1,1,12,2,7,12,2,7,1,1,1,2,1,1,2,1,1,5,1,1,2,4,1,825,805,3,2,2,2,2,2,2,2,2,1,7,28,4,4,2,5,4,1,2,5,4,3,18,2200,0,2,5,4,2,3,1,1,3,3,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,15,2,120,0,0,0.25,15,0.17,10,0.33,1,60,4.25,255
1,2,2,11,1,6,11,1,6,1,1,2,2,2,2,2,1,1,2,1,1,4,5,1,720,710,3,2,2,2,2,2,2,2,2,1,5,26,5,5,1,1,1,2,1,3,2,3,13,2130,0,4,4,2,2,4,1,1,1,4,2,1,2,5,2,2,2,1,1,4,1,1,1,2,1,2,12.5,1,60,0,0,0.33,20,0,0,0,1.5,90,4.33,260
1,1,1,11,2,6,11,2,6,1,1,1,2,1,2,2,1,1,4,1,1,5,3,1,730,715,3,2,2,1,2,2,2,1,2,2,5,24,5,3,2,1,5,2,2,2,1,3,11,2100,0,2,5,3,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,2,2,1,1,1,2,1,12.5,1.5,90,0.75,45,0.08,5,0.17,10,5,2,120,11,660
1,1,1,13,1,8,13,1,8,1,1,1,2,1,1,2,1,1,5,2,1,5,5,3,815,645,3,4,2,1,2,2,2,1,2,1,5,30,2,5,1,3,1,4,2,3,4,2,13,2230,0,2,4,1,2,1,1,1,1,4,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,10,0.25,15,1,60,0.33,20,0.17,10,0,1.5,90,5.25,315
1,1,2,14,1,8,14,1,8,1,1,1,2,2,1,2,1,1,4,2,2,5,5,1,800,730,3,5,2,2,2,2,2,2,2,1,6,28,3,5,4,5,1,4,5,1,2,2,13,2200,1,2,4,1,1,3,4,3,1,1,1,1,1,4,1,1,1,4,1,1,2,1,1,1,1,1,10,0.5,30,1,60,3,180,1,60,0.5,2,120,10,600
1,1,2,13,2,9,13,2,9,1,1,2,2,2,2,2,2,1,1,1,2,5,4,1,745,720,3,3,2,2,2,2,2,2,2,4,3,26,4,5,2,3,2,2,2,3,3,1,13,2130,0,4,4,2,1,2,1,1,2,3,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,10,3,180,0,0,0.5,30,0.5,30,0.17,1,60,6.17,370
1,1,2,13,2,8,13,2,8,1,1,1,2,2,1,1,2,1,4,1,2,5,3,1,735,610,7,2,2,2,2,2,2,1,2,1,6,28,5,3,5,2,5,1,5,1,2,2,9,2200,99,5,3,2,2,2,2,1,4,1,1,2,2,2,2,2,2,3,4,3,1,2,1,2,2,2,17.5,4,240,0,0,0.5,30,12,720,3,2,120,22.25,1335
1,2,2,12,1,6,12,1,6,1,1,1,1,2,1,2,1,1,5,1,1,5,2,1,830,700,7,2,2,2,2,2,2,2,2,1,6,30,5,5,1,2,1,5,1,1,4,2,13,2230,0,3,5,2,2,2,2,2,2,5,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,17.5,2,120,2,120,0.25,15,0,0,0.17,0.5,30,8.92,535
1,1,1,13,1,8,13,1,8,1,1,2,2,2,1,2,2,1,2,1,1,5,5,1,730,725,4,1,2,1,2,2,2,2,2,1,1,28,5,5,1,4,4,3,2,3,2,3,13,2200,0,5,5,2,2,2,2,2,2,4,2,1,4,3,2,1,2,2,2,2,2,2,1,2,2,1,17.5,3,180,1,60,0.5,30,0.25,15,1,0.25,15,7,420
1,1,1,12,2,7,12,2,7,1,1,1,2,1,1,2,1,1,5,1,1,5,5,6,800,745,3,2,2,2,2,2,2,2,2,1,3,28,5,5,2,3,5,2,2,5,6,2,14,2200,3,5,5,2,1,2,1,1,2,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,10,3,180,2,120,1,60,0.5,30,3,0.03,2,12.53,752
1,1,2,15,2,10,15,2,10,1,1,1,1,1,1,2,1,1,6,2,2,5,4,1,815,740,3,8,2,2,2,2,2,2,2,1,1,26,4,4,4,1,4,1,1,3,4,2,11,2130,0,4,4,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,10,1,60,0,0,0,0,0.25,15,0.5,0.5,30,2.25,135
1,1,2,17,1,12,17,1,12,1,1,2,2,2,2,1,2,1,2,1,1,3,3,1,800,730,3,4,2,1,2,2,2,2,2,1,3,24,2,4,3,3,4,4,5,3,3,1,13,2100,0,5,4,2,2,3,1,1,1,3,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,10,0.5,30,0.03,2,1,60,1,60,1,1,60,4.53,272
1,2,2,12,1,7,16,1,11,2,1,2,1,1,2,1,1,1,5,1,2,5,3,1,730,650,7,6,2,2,2,2,2,2,2,1,6,26,5,5,4,5,4,5,1,2,1,3,11,2130,0,1,5,2,1,1,1,2,1,5,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,10,2,120,1.5,90,1,60,0.5,30,0,1,60,8,480
1,2,2,11,2,6,17,2,12,1,1,2,2,1,1,2,2,1,3,1,2,3,4,1,730,650,7,3,2,2,2,2,2,2,2,1,4,28,2,4,5,4,2,1,2,3,2,3,13,2200,0,5,4,1,1,1,2,1,1,2,1,4,1,2,3,1,1,2,1,4,1,1,1,1,1,1,10,0.5,30,0,0,0.5,30,1.5,90,0.5,0,0,3.5,210
1,2,3,11,1,6,13,2,9,1,1,2,1,2,2,1,2,1,3,1,2,5,5,2,800,730,3,1,2,1,2,2,2,2,2,1,6,26,4,5,1,1,4,1,1,2,2,1,11,2130,0,4,5,1,1,3,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,10,0.5,30,0,0,0,0,0,0,0.5,2,120,4.5,270
1,1,1,14,1,8,14,1,8,2,1,2,1,2,2,2,2,1,2,2,1,5,5,1,840,720,3,1,2,2,2,2,2,2,2,1,7,28,4,4,4,5,5,1,3,2,1,3,13,2200,0,4,5,2,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,10,1.5,90,0.5,30,0.5,30,0.5,30,0,1.5,90,4.5,270
1,1,2,13,2,8,16,1,10,2,1,2,2,1,2,2,2,1,2,1,1,5,3,1,730,700,7,2,2,2,2,2,2,2,2,1,6,1,4,4,2,1,1,1,5,6,4,3,13,2400,0,3,3,5,1,1,1,1,1,4,3,1,2,2,1,1,1,4,1,3,1,2,3,3,3,3,27.5,2,120,0,0,0,0,0.5,30,0,2,120,6.5,390
1,2,1,13,2,8,13,2,8,1,1,2,2,1,2,2,2,1,2,1,1,5,5,1,805,630,7,1,2,2,2,2,2,2,2,1,3,24,5,5,3,3,3,2,2,3,3,1,11,2100,0,5,5,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,1,15,0.5,30,0,0,0.5,30,0.5,30,0.5,1.5,90,4,240
1,2,2,14,2,9,14,2,9,1,1,2,2,2,2,2,2,1,1,1,2,5,5,1,740,725,3,2,2,2,2,2,2,2,1,1,7,32,5,1,1,2,5,1,2,2,1,3,14,2300,2,2,3,2,1,2,1,1,1,2,1,1,3,4,2,4,1,4,1,4,2,2,1,1,2,2,15,0.75,45,0,0,0.08,5,0.17,10,0.5,1.5,90,3.33,200
1,2,1,17,2,12,17,2,12,1,1,2,2,2,1,2,2,1,2,1,1,5,4,1,740,700,1,3,2,2,2,2,2,2,2,1,5,28,5,4,5,5,2,1,2,3,3,1,11,2200,6,4,4,3,5,1,1,1,2,4,1,2,4,4,4,4,1,5,1,4,1,2,3,2,3,2,25,1,60,0,0,2,120,1,60,0,2.5,150,8.5,510
1,1,3,12,1,6,17,2,12,1,1,1,1,1,1,1,2,1,6,2,1,5,5,1,800,730,1,1,2,2,2,2,2,2,2,1,5,32,4,1,4,4,5,1,4,4,4,1,15,2300,0,2,4,2,1,2,2,1,2,5,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,10,1,60,0,0,1,60,0.75,45,1.5,4,240,8.42,505
1,2,3,11,2,6,16,1,11,1,1,1,2,1,2,2,1,1,4,1,1,5,3,1,745,710,7,3,2,2,2,2,2,2,1,1,6,28,5,5,3,1,4,4,1,3,2,3,11,2200,2,4,3,4,3,5,1,1,2,5,1,2,1,1,4,2,2,3,1,2,1,1,1,1,1,2,10,1,60,2,120,0,0,1,60,1,1,60,9,540
1,1,2,14,1,9,14,1,9,6,1,1,2,1,1,2,1,1,5,1,2,5,5,1,800,700,7,2,2,2,2,2,2,2,2,6,5,28,5,5,5,1,4,1,4,2,2,1,11,2200,14,5,5,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,2,2,1,2,1,17.5,1.5,90,0,0,0,0,1,60,1,2.5,150,7.5,450
1,2,2,14,2,9,16,1,11,1,1,1,2,1,99,2,2,1,3,2,2,5,4,2,805,715,7,3,2,2,2,2,2,1,2,1,7,32,3,5,2,5,1,4,5,3,3,1,14,2300,2,1,4,1,2,2,2,1,1,5,2,5,3,5,4,2,2,4,2,2,1,1,1,1,1,1,10,0.5,30,1,60,0,0,1,60,0,2,120,6,360
1,1,1,14,2,9,14,2,9,1,1,1,2,1,1,2,1,1,5,1,1,4,3,1,800,740,2,1,2,2,2,2,2,2,2,1,5,28,5,4,5,5,2,2,3,2,2,1,15,2200,2,5,4,2,2,1,2,2,2,5,5,2,2,3,4,2,2,4,3,3,2,2,1,2,2,2,17.5,2,120,0.5,30,1,60,2,120,0,1,60,7.5,450
1,1,2,13,2,8,13,2,8,1,1,2,2,1,2,2,2,1,2,1,1,5,3,1,745,710,7,1,2,2,2,2,2,2,2,1,5,26,2,1,1,5,5,5,5,4,4,1,10,2130,0,2,3,2,2,2,2,1,2,3,1,1,1,2,3,1,1,2,1,2,2,2,1,2,1,2,15,1.5,90,0,0,1,60,0.5,30,0.75,2,120,5.75,345
1,2,2,12,2,7,14,2,9,1,1,2,2,2,2,2,2,1,1,1,2,5,5,1,720,642,6,1,2,2,2,2,2,2,2,1,6,24,5,5,3,1,3,2,1,5,5,1,7,2100,0,4,5,3,3,2,1,1,1,2,1,1,1,2,3,1,1,3,1,2,2,2,1,2,2,2,17.5,1.5,90,0,0,0,0,0.5,30,1,0.75,45,5.75,345
1,1,1,11,2,6,11,2,6,3,1,1,2,1,2,2,2,1,3,1,1,5,3,1,805,720,7,1,2,2,2,2,2,2,2,1,6,26,3,5,5,4,5,1,2,4,3,3,12,2130,0,4,4,3,2,2,1,1,1,2,2,1,1,4,2,2,2,4,1,2,1,1,1,2,2,1,15,1,60,2,120,1,60,1,60,0.33,1.5,90,9.83,590
1,2,1,15,2,10,15,2,10,1,1,1,2,1,2,2,2,2,2,1,1,5,5,1,730,710,3,2,2,2,2,2,2,2,2,1,3,30,5,5,4,5,1,5,5,4,3,3,11,2230,0,2,4,2,1,4,3,2,3,4,1,3,5,4,3,2,3,2,3,4,1,2,1,2,2,2,17.5,2,120,1,60,0.5,30,5,300,0,4,240,14.5,870
1,1,2,12,2,7,14,2,9,1,1,2,1,1,1,1,1,1,6,1,2,5,5,1,730,700,7,2,2,2,2,2,2,2,2,1,6,28,4,4,3,4,2,1,4,4,2,3,11,2200,0,3,3,3,3,2,1,1,2,2,1,1,2,3,2,1,1,2,3,3,2,2,2,2,3,3,22.5,1,60,0,0,3,180,0.5,30,0,2,120,7.25,435
1,2,2,13,1,7,15,1,10,2,1,2,2,1,2,2,2,1,2,1,1,5,5,1,730,645,7,6,2,2,2,2,2,2,2,1,5,28,2,4,3,4,1,2,2,4,2,3,11,2200,0,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,10,0.25,15,0.17,10,0.25,15,0.25,15,0,1,60,2.42,145
1,1,2,15,1,9,17,2,12,1,1,1,2,2,2,2,2,1,2,1,1,5,2,1,830,810,6,4,2,2,2,2,2,2,2,1,6,30,5,5,4,1,5,1,4,4,4,1,15,2230,2,5,5,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,2,1,2,1,1,15,2,120,0,0,0,0,0.5,30,3,1,60,13.5,810
1,1,1,16,1,11,16,1,11,1,1,1,1,1,2,1,1,1,6,1,1,5,2,1,700,630,3,4,2,2,2,2,2,2,2,1,3,30,2,4,5,5,4,5,4,5,4,3,10,2230,0,5,4,4,2,3,1,1,1,1,1,3,2,5,4,4,1,2,2,3,2,3,3,3,3,2,30,1,60,5,300,3,180,6,360,1.5,0.5,30,19,1140
1,1,2,15,2,10,17,2,11,1,1,1,2,1,1,2,1,1,5,1,1,5,5,1,800,730,1,2,2,2,2,2,2,2,2,1,3,32,5,4,5,4,2,2,1,3,2,3,13,2300,2,3,4,2,2,4,2,1,1,4,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,10,1.5,90,0,0,0.5,30,2,120,0.5,1,60,6.5,390
1,1,2,14,1,9,14,1,9,1,1,1,2,2,2,2,2,1,2,2,2,4,3,1,800,730,3,2,2,2,2,2,2,2,2,1,3,28,5,5,3,4,2,1,2,2,2,1,11,2200,1,4,5,2,2,3,2,1,2,2,1,1,1,2,2,2,2,3,2,3,3,2,2,1,2,2,17.5,2,120,0,0,1,60,0.5,30,0.5,1,60,6.5,390
1,2,2,12,1,6,13,2,8,1,1,1,2,1,1,2,2,1,4,1,1,5,4,1,800,735,3,2,2,2,2,2,2,2,2,1,6,30,5,4,5,5,1,1,4,5,3,3,13,2230,0,2,4,5,1,2,2,1,2,4,2,1,4,4,1,1,2,4,2,1,1,1,1,1,1,2,10,0.5,30,0,0,1,60,2,120,0.25,1,60,5.25,315
1,1,1,15,2,10,15,2,10,2,1,1,1,1,2,1,1,1,6,2,1,4,1,1,720,625,7,1,2,2,2,2,2,1,2,1,4,30,5,5,5,4,3,1,1,3,2,3,7,2230,3,4,5,3,4,5,1,1,3,3,1,1,3,3,1,3,1,3,1,3,5,1,1,3,3,3,20,1,60,0,0,1.5,90,5,300,0.5,0,0,11,660
1,1,2,12,1,7,12,1,7,1,1,1,2,2,2,2,1,1,3,1,2,3,5,1,815,740,7,3,2,2,2,2,2,2,2,1,3,28,2,5,3,5,2,5,5,4,5,2,14,2200,0,2,4,4,4,2,3,1,1,2,1,1,2,3,1,3,1,4,1,1,4,2,2,2,2,2,20,0.5,30,4,240,3.5,210,3.5,210,0.33,0.25,15,14.08,845
1,1,3,14,1,9,15,2,10,1,1,2,2,2,2,2,2,2,0,1,1,5,99,1,735,700,3,1,2,2,2,2,2,2,2,1,2,32,1,4,1,5,5,1,1,3,1,3,13,2300,0,5,4,2,1,5,1,1,1,5,1,5,1,4,4,1,1,4,1,3,2,2,1,2,2,2,17.5,3,180,0,0,0.5,30,3,180,1,3,180,10.5,630
1,2,2,13,2,8,15,2,10,2,1,2,2,2,1,2,2,1,2,1,2,4,5,1,730,715,3,2,2,2,2,2,2,2,2,1,7,26,5,2,2,4,4,2,5,5,3,3,11,2130,1,3,4,4,3,2,1,1,2,2,1,2,3,2,3,3,2,4,1,3,1,2,1,1,2,3,15,2,120,0,0,0.5,30,0.75,45,0,2,120,5.25,315
1,1,2,11,2,6,15,2,10,1,1,2,1,1,2,1,2,1,4,2,1,5,5,1,715,650,7,1,2,2,2,2,2,1,2,1,6,26,4,5,2,3,2,1,1,4,2,3,9,2130,0,3,2,4,5,5,1,1,4,4,1,2,5,5,5,2,2,5,3,5,4,1,1,1,1,2,10,0.5,30,0,0,0,0,0,0,1,2,120,7.5,450
1,1,1,15,1,10,15,1,10,1,1,1,2,2,2,2,1,1,3,2,1,5,4,1,730,705,3,2,2,2,2,2,2,1,2,1,6,32,5,5,1,4,1,3,3,3,2,3,12,2300,0,2,4,2,2,2,4,2,1,5,1,2,1,2,3,1,1,2,1,2,1,1,1,1,1,1,10,2,120,0.25,15,0.5,30,0.5,30,0,2,120,7.25,435
1,1,2,14,1,10,14,1,10,1,1,2,2,1,1,2,2,1,3,2,2,5,4,1,800,745,5,1,2,2,2,2,2,2,2,1,7,28,5,5,3,5,5,2,4,3,3,1,16,2200,0,2,3,1,1,1,2,2,2,1,1,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,10,1,60,0,0,0.5,30,1,60,0.75,2,120,6.75,405
1,1,1,15,1,9,15,1,9,1,1,1,2,2,1,2,2,1,3,2,1,5,5,1,805,745,3,5,2,2,2,2,2,2,2,4,3,30,2,99,1,3,3,2,5,4,2,3,15,2230,1,1,5,2,2,2,1,1,2,1,1,2,1,3,2,2,4,2,2,1,1,1,2,1,2,2,15,0,0,0.08,5,0.17,10,0.17,10,0.17,4,240,4.92,295
1,1,2,12,2,7,16,1,10,2,1,2,1,2,2,2,2,1,2,1,2,5,3,1,800,630,7,1,2,2,2,2,2,2,2,1,7,28,4,4,2,2,2,4,4,5,5,1,11,2200,0,2,4,4,1,2,1,1,2,2,2,2,4,4,2,2,2,4,1,4,1,2,1,1,2,2,15,1,60,0.5,30,0.75,45,1,60,0,0.5,30,4.75,285
1,2,2,14,2,9,17,2,12,2,1,2,1,2,1,2,1,1,4,2,2,5,5,1,715,700,2,1,2,2,2,2,2,2,2,1,5,32,5,1,1,3,3,1,1,4,4,1,11,2300,0,2,3,2,2,1,1,1,1,1,1,1,1,3,2,2,1,2,1,3,1,1,2,2,2,1,17.5,3,180,0,0,0.17,10,0,0,0.5,2,120,5.67,340
1,2,2,15,1,10,17,2,12,1,1,1,2,1,1,2,2,1,4,2,1,5,5,1,740,715,1,1,2,2,2,2,2,2,2,1,5,30,4,5,3,5,5,2,1,4,4,1,13,2230,3,5,4,4,1,3,1,1,3,2,1,1,4,4,5,3,2,5,2,4,1,1,1,1,2,2,12.5,0.5,30,0,0,1,60,1,60,0.5,0,0,7,420
1,1,2,14,1,8,14,1,8,7,1,1,2,2,2,2,1,1,3,1,1,4,5,1,800,720,7,5,2,2,2,2,2,2,2,1,5,28,4,5,4,5,1,4,2,3,3,1,14,2200,3,3,3,3,3,3,2,2,3,3,2,3,2,4,4,3,4,5,2,3,2,1,1,2,2,1,15,0.5,30,1.5,90,2,120,4,240,0,0.5,30,11.5,690
1,2,1,16,1,11,16,1,11,1,1,1,2,2,2,2,2,1,2,99,1,5,3,3,740,720,3,5,2,2,2,2,2,2,2,1,5,29,5,2,5,5,2,2,2,3,2,3,12,2215,14,1,4,2,2,2,3,3,1,4,1,1,2,2,2,2,4,5,2,2,1,1,2,1,2,2,15,5,300,4,240,1,60,3,180,1,2,120,19,1140
1,1,1,15,1,10,15,1,10,2,1,1,1,1,2,1,1,1,6,1,1,4,4,1,720,700,7,2,2,2,2,2,2,99,2,1,6,32,4,5,1,5,3,4,3,2,3,2,11,2300,5,2,4,3,2,2,2,1,1,2,1,4,2,3,2,4,1,3,2,2,2,2,2,1,2,2,17.5,1,60,1,60,0,0,4,240,0.5,2,120,14.5,870
1,1,1,13,2,7,13,2,7,2,1,1,2,2,2,2,1,1,3,2,1,5,3,2,800,745,3,1,2,1,2,2,2,1,2,1,5,4,5,5,5,1,4,1,1,2,2,1,15,2430,10,2,2,2,2,2,1,1,2,4,3,2,5,4,4,2,2,3,4,4,2,2,3,2,2,2,22.5,4,240,0,0,0,0,2,120,0,0,0,8,480
1,2,1,15,1,9,15,1,9,1,1,1,2,2,2,2,1,1,3,1,1,5,5,1,800,730,3,4,2,2,2,2,2,2,2,1,7,28,5,5,1,1,2,1,2,3,1,3,13,2200,3,2,5,3,2,1,1,1,1,4,1,3,2,2,1,1,1,1,2,1,1,2,1,1,2,2,15,2,120,1,60,0,0,0.25,15,0.5,0,0,6.75,405
1,2,1,14,1,8,14,1,8,2,1,2,2,2,2,2,2,2,0,1,1,4,4,1,725,655,3,1,1,2,2,2,2,2,2,1,6,30,3,5,1,5,4,3,1,4,4,1,12,2230,1,4,5,2,2,2,1,1,1,4,1,1,2,1,3,2,1,2,1,2,1,2,1,1,2,1,15,0.75,45,2,120,0.17,10,0,0,0.25,0.5,30,6.67,400
