qs1,qs2,qs2a,qs3y_1,qs4_1,qs6_1,rateqs3y,rateqs4,rateqs6,p1,p5,p7a,p7b,p7c,p7d,p7e,p7f,p7g,p7count,p8,p9,p10,p11,p14,p15,p16,p1801,p20,p22a,p22b,p22c,p22d,p22e,p22f,p22g,p23,p24,c1,c2a,c2b,c2c,c2d,c2e,c2f,c2g,c3,c8,C3C8,c4,c1_t,c11,c15,c16,c17a,c17b,c17c,c17d,c17e,c17f,c17g,c17h,c17i,c17j,c17k,c17l,c17m,c17n,c17o,c17p,c17q,c20,c23a,c23b,c23c,c23d,c23e,dmscore,C26A_H,C26_A,C26C_H,C26_C,C26D_H,C26_D,C26E_H,C26_E,C26F_H,C26G_H,C26_G,C26TOT1,C26TOT2
1,1,2,12,2,7,12,2,7,2,1,2,2,2,2,2,2,1,1,1,1,5,5,3,830,800,3,1,2,2,2,2,2,2,2,1,6,24,5,4,2,3,2,1,5,4,2,3,13,2100,0,4,4,3,3,1,1,1,2,3,1,1,2,2,2,2,2,2,2,3,1,1,1,2,1,1,12.5,3.5,210,0,0,0.5,30,0,0,0.5,1,60,7,420
1,2,1,11,2,6,11,2,6,2,1,1,1,1,1,1,1,1,7,1,1,5,3,1,800,700,1,2,2,2,2,2,2,2,2,1,2,24,5,4,4,4,4,1,5,2,2,1,11,2100,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,10,5,300,0,0,0,0,0.5,30,1.5,2,120,9.75,585
1,1,1,11,2,6,11,2,6,1,1,1,2,1,2,2,1,1,4,1,2,5,4,1,830,730,3,4,2,2,2,2,2,2,2,1,5,24,5,5,5,2,4,3,3,4,2,3,13,2100,0,5,5,2,5,1,2,1,2,5,2,1,2,1,2,1,1,3,2,2,1,2,1,1,1,1,12.5,2,120,0.5,30,0,0,1,60,1,1,60,7.5,450
1,1,1,13,2,8,13,2,8,1,1,2,2,2,2,2,2,1,1,1,1,5,5,1,820,750,3,1,2,2,2,2,2,2,2,1,5,26,1,5,1,1,2,2,1,5,2,3,15,2130,0,2,5,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,12.5,1,60,0.5,30,1,60,0,0,0.5,0.5,30,7.5,450
1,1,1,11,1,6,11,1,6,1,1,1,1,1,1,1,1,1,7,1,1,5,3,1,800,700,7,1,1,2,1,2,2,1,2,3,6,24,4,4,2,2,2,2,4,7,5,3,11,2100,3,2,5,4,5,4,3,1,3,3,1,1,3,3,3,2,3,4,4,4,5,2,3,2,2,2,22.5,2,120,1.5,90,1,60,0.33,20,0.5,2.5,150,9.83,590
1,2,2,14,2,9,14,2,9,1,1,2,2,2,2,2,2,1,1,1,1,4,3,1,825,750,3,1,2,2,2,2,2,2,2,1,4,24,5,5,1,2,4,2,2,4,4,1,14,2100,0,3,5,4,2,4,1,1,2,3,1,1,3,3,3,1,1,2,1,2,1,1,1,2,2,1,15,1,60,0.08,5,0.08,5,0.17,10,1,0.42,25,4.75,285
1,1,1,11,1,6,11,1,6,2,1,1,2,2,2,2,1,2,2,1,1,5,4,1,800,700,3,1,2,2,2,2,2,2,2,5,5,24,1,4,1,1,1,4,1,3,3,1,11,2100,0,3,5,2,1,2,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,99,99,1,60,0,0,0,0,0,4,240,5,300
1,1,2,12,1,7,12,1,7,1,1,1,2,2,2,1,1,2,3,1,1,5,3,1,830,730,7,3,2,2,2,2,2,2,2,1,5,26,5,4,1,5,5,3,5,5,3,3,16,2130,1,4,5,2,1,5,2,2,3,4,2,1,5,5,3,2,3,3,1,2,3,1,3,1,3,1,20,1,60,0.17,10,0.5,30,0,0,0.08,3,180,6.75,405
1,2,2,14,1,9,14,1,9,1,1,1,2,2,2,2,2,1,2,1,1,5,3,2,755,715,3,3,2,2,2,2,2,2,2,1,6,30,5,5,3,5,1,4,1,4,3,3,14,2230,1,4,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,10,1.5,90,0.5,30,0.33,20,0.5,30,0,1,60,5.33,320
1,2,1,11,1,7,11,1,7,1,1,2,2,2,2,2,2,2,0,1,1,5,3,1,815,745,7,5,2,2,2,2,2,2,2,4,3,28,5,5,4,2,1,5,1,2,2,1,13,2200,0,4,5,2,2,2,1,4,3,2,1,1,1,2,2,2,2,2,1,2,4,1,1,2,2,1,15,0.17,10,4,240,0.33,20,0.5,30,0,2,120,10,600
1,2,2,14,2,9,16,2,11,1,1,2,2,2,2,2,2,1,1,2,1,4,3,1,800,725,3,1,2,2,2,2,2,2,2,1,7,28,5,2,3,4,5,1,3,5,4,3,13,2200,0,4,4,2,2,3,2,1,3,4,1,1,3,4,3,3,2,1,4,4,1,2,2,2,2,2,20,1.5,90,0,0,0.17,10,0.75,45,0.5,2.5,150,5.92,355
1,2,3,12,1,7,12,1,7,2,1,2,2,2,2,2,2,2,0,1,1,5,4,3,800,730,7,2,2,2,2,2,2,2,2,1,5,24,5,5,1,1,5,3,3,4,4,1,12,2100,0,5,4,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,10,1,60,0.17,10,0,0,0.08,5,0.33,1.75,105,3.5,210
1,1,2,12,1,7,12,1,7,1,1,2,2,2,2,2,2,1,1,2,2,5,5,4,900,0,8,2,2,2,2,2,2,2,2,1,6,28,4,4,1,3,4,1,2,4,3,3,15,2200,0,1,5,3,4,3,1,1,2,1,1,1,2,2,2,2,2,3,1,2,2,1,1,1,1,2,10,1,60,0.75,45,0.08,5,0.08,5,1,0.75,45,4.16,250
1,1,1,16,2,10,16,2,10,1,1,2,2,2,2,2,2,1,1,1,2,5,3,1,840,815,2,1,2,2,2,2,2,2,2,1,5,32,4,1,1,1,5,1,1,4,4,1,17,2300,0,2,4,2,1,2,1,1,1,1,1,1,1,3,3,1,1,3,1,3,2,1,1,1,1,2,10,1,60,0,0,3,180,1,60,5,0,0,10,600
1,2,1,15,1,10,15,1,10,1,1,2,2,2,2,2,1,1,2,1,1,4,4,1,725,710,4,2,1,1,2,2,2,1,2,1,5,23,2,5,2,2,2,5,1,5,5,1,13,2045,1,2,4,4,2,2,2,2,3,5,1,1,2,4,2,2,1,5,1,1,1,1,1,1,2,1,12.5,1,60,4,240,1,60,0.5,30,1,0,0,11.5,690
1,1,2,11,1,6,13,1,8,1,1,1,2,1,2,2,2,1,3,1,2,5,5,1,818,755,5,2,2,2,2,2,2,2,2,1,6,28,5,4,4,4,5,4,5,3,2,3,15,2200,0,2,5,3,2,2,1,1,1,2,1,1,1,2,3,2,1,2,1,3,1,1,1,1,2,1,12.5,0.67,40,0.17,10,0,0,0,0,0.17,2.5,150,4.51,270
1,1,1,12,1,7,12,1,7,2,1,2,2,2,2,2,1,2,1,1,1,5,5,2,825,750,3,2,2,2,2,2,2,2,2,1,3,28,1,1,1,1,5,3,1,2,2,1,99,2200,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6.5,390,2,120,0,0,2,120,1.5,1,60,13,780
1,1,1,13,1,8,13,1,8,1,1,2,1,2,1,2,1,2,3,1,2,5,5,1,730,655,3,1,2,2,2,2,2,2,2,1,7,26,5,5,2,4,5,2,3,2,2,1,11,2130,2,4,5,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,12.5,1.5,90,0.5,30,0.5,30,0.25,15,0.5,1,60,5.25,315
1,2,2,11,2,6,11,2,6,1,1,1,2,1,1,2,1,2,4,2,1,5,5,1,735,650,7,1,2,2,2,2,2,2,2,1,7,22,2,4,1,1,4,2,2,3,3,1,12,2030,0,4,5,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.75,45,0,0,0,0,0,0,0.75,1,60,4,240
1,2,2,10,1,6,13,2,8,1,1,2,2,1,2,2,2,1,2,1,2,5,4,1,800,730,7,3,2,2,2,2,2,2,2,1,3,22,2,4,1,4,4,1,1,2,4,2,14,2030,1,2,2,4,3,5,1,1,1,1,1,1,2,3,4,4,1,5,1,2,1,1,1,1,2,1,12.5,1,60,0.25,15,1,60,1,60,0.33,1,60,5.58,335
1,1,3,13,1,8,13,1,8,1,1,1,2,1,2,2,1,1,4,1,1,5,4,1,915,835,8,2,2,2,2,2,2,2,2,1,6,28,5,5,5,4,3,4,4,2,2,1,17,2200,0,4,4,4,5,3,1,2,3,5,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,15,2.5,150,1,60,1,60,0.75,45,0.75,1.5,90,10.5,630
1,2,1,12,1,7,12,1,7,1,1,2,1,2,2,1,2,1,3,1,1,5,4,4,800,0,8,2,2,2,2,2,2,2,2,1,6,24,4,1,2,1,5,5,3,5,5,1,14,2100,0,2,5,3,2,2,1,1,2,3,1,1,2,3,3,2,3,3,1,2,2,1,2,1,1,2,12.5,0.5,30,0.5,30,0,0,0.08,5,1,1,60,3.08,185
1,1,3,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,1,5,5,4,800,96,8,2,2,2,2,2,2,2,2,1,4,24,1,3,3,1,3,5,1,4,4,1,17,2100,0,4,5,3,3,2,2,2,2,2,1,1,2,1,3,1,1,2,1,2,1,1,1,1,1,1,10,6,360,1,60,0,0,0,0,1,1,60,9,540
1,1,1,11,1,6,11,1,6,1,1,2,2,2,2,2,2,2,0,1,1,5,2,1,829,805,7,1,2,1,2,2,2,2,2,1,6,26,3,4,1,5,2,4,3,4,5,2,17,2130,0,2,5,2,1,1,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,12.5,0.75,45,0.5,30,0.5,30,0.75,45,0,2,120,5.25,315
1,1,1,11,1,6,11,1,6,2,1,1,2,2,2,2,1,2,2,1,1,5,5,1,830,810,4,1,2,1,2,2,2,2,2,1,6,28,5,99,2,1,5,4,4,5,4,3,15,2200,0,4,4,5,4,4,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,10,1,60,0.5,30,0.33,20,0,0,0.5,1,60,4.33,260
1,2,1,11,2,6,11,2,6,1,1,2,2,2,2,2,2,2,0,1,1,5,5,1,730,655,7,1,2,1,2,2,2,1,2,1,6,22,4,3,1,1,5,1,1,3,4,2,12,2030,0,5,5,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,10,2,120,0,0,0,0,0,0,1,1,60,5,300
1,2,2,14,2,9,14,2,9,1,1,1,1,1,1,1,1,1,7,1,1,5,3,1,730,720,3,2,2,2,2,2,2,2,2,4,7,30,2,3,3,5,5,4,2,3,2,3,12,2230,1,2,4,3,2,4,2,2,1,1,2,1,1,2,3,2,1,4,3,4,1,2,2,2,2,2,20,1,60,0.5,30,1.5,90,1,60,2,1,60,9,540
1,2,1,11,2,6,11,2,6,1,1,1,2,2,2,2,2,1,2,1,1,5,4,1,820,630,7,1,2,2,2,2,2,2,2,1,7,24,5,5,1,1,3,1,5,4,2,3,11,2100,2,5,5,3,3,2,1,1,1,2,1,1,3,3,2,3,1,2,1,1,1,1,1,1,1,1,10,1,60,0,0,0.03,2,0.25,15,1,3,180,6.279999999999999,377
1,2,2,13,2,8,13,2,8,2,1,2,2,2,2,2,2,1,1,1,1,5,5,1,730,645,7,1,2,2,2,2,2,2,2,1,5,22,5,4,3,4,3,5,3,2,2,1,10,2030,0,4,4,3,2,3,1,2,1,3,4,1,2,5,3,2,3,2,1,3,1,1,1,1,2,2,12.5,2,120,0,0,2,120,1.5,90,0.5,1.5,90,8,480
1,2,2,12,2,7,12,2,7,2,1,2,2,2,2,2,2,1,1,1,1,4,5,1,755,730,3,1,2,2,2,2,2,1,2,1,7,24,5,1,1,1,5,1,4,1,1,1,11,2100,0,4,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,10,2,120,0,0,0,0,0,0,1,1,60,4,240
1,1,1,12,1,6,12,1,6,1,1,2,2,2,2,2,2,2,0,1,1,5,5,3,800,745,3,2,1,2,2,2,2,1,2,4,6,30,5,1,1,3,2,4,1,2,2,1,15,2230,0,4,5,4,2,3,1,1,2,5,1,3,2,3,3,1,1,3,1,3,2,2,1,2,2,2,17.5,1.25,75,0.5,30,0.75,45,0.25,15,0.17,0.5,30,3.92,235
1,2,1,12,2,7,12,2,7,1,1,1,2,2,2,2,2,1,2,1,2,5,4,1,745,720,4,1,2,2,2,2,2,2,1,1,3,30,2,5,2,5,2,2,1,2,2,1,14,2230,0,3,5,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,10,1,60,0,0,0.75,45,0.75,45,0.5,0.25,15,4.25,255
1,2,1,11,1,6,11,1,6,1,1,2,2,2,2,2,2,2,0,1,1,5,4,2,810,720,7,1,2,2,2,2,2,2,2,1,7,24,4,1,2,1,1,1,4,3,2,3,13,2100,0,5,4,3,3,3,1,1,2,2,1,1,2,1,1,1,2,2,1,2,4,1,1,2,2,1,15,1,60,0,0,0,0,0,0,0.25,1.5,90,2.75,165
1,2,1,12,2,6,12,2,6,2,1,2,2,1,2,2,2,1,2,1,1,5,5,1,830,800,3,1,2,2,2,2,2,2,2,1,6,28,4,5,3,4,5,1,1,2,2,1,15,2200,0,4,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,60,0,0,1,60,0.75,45,1,1,60,5.25,315
1,2,1,12,1,7,12,1,7,1,1,2,2,2,1,2,2,1,2,1,1,5,5,1,755,730,4,1,2,2,2,2,2,2,2,1,7,24,1,4,1,1,4,2,4,2,2,1,13,2100,0,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,180,0.33,20,0.25,15,0.17,10,1,3,180,8.25,495
1,1,1,14,1,8,14,1,8,1,1,2,2,1,2,2,2,1,2,2,1,5,5,1,735,650,7,2,1,2,2,2,2,1,2,1,6,26,1,5,1,1,2,1,2,3,2,3,11,2130,0,5,5,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,17.5,2,120,0.17,10,0.5,30,0.5,30,0.5,1,60,5.67,340
1,1,1,17,2,12,17,2,12,1,1,1,1,1,1,1,2,1,6,1,2,5,5,1,800,630,6,2,2,2,2,2,2,2,2,4,5,24,2,5,2,2,3,1,1,2,2,1,7,2100,5,1,5,1,1,2,3,2,1,3,4,2,1,2,3,1,1,1,1,3,1,1,1,1,3,3,15,3,180,0,0,3,180,8,480,1,1.5,90,17.5,1050
1,1,2,11,1,6,12,2,7,1,1,2,2,2,2,2,2,1,1,1,1,5,5,1,805,715,7,1,2,2,2,2,2,2,2,1,6,24,3,3,3,3,5,1,1,4,3,3,11,2100,0,3,4,3,2,2,2,2,2,5,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,10,1,60,0,0,0.25,15,0.08,5,0.5,0.75,45,3.58,215
1,2,1,11,1,6,11,1,6,2,1,2,2,2,2,2,2,1,1,1,1,5,3,2,750,735,3,1,2,2,2,2,2,2,2,1,6,24,2,4,1,1,2,4,5,3,3,1,14,2100,0,2,5,2,2,5,1,1,2,1,1,1,2,2,3,1,1,3,1,2,4,1,1,1,2,1,12.5,1.5,90,1,60,0.17,10,0.08,5,0.5,1,60,5.25,315
1,2,1,12,1,7,12,1,7,1,1,2,2,2,2,2,2,1,1,1,1,5,3,1,850,700,3,2,1,2,2,2,2,1,2,1,5,28,2,4,3,4,5,1,2,5,4,3,11,2200,0,4,5,2,1,1,1,1,2,4,1,1,3,2,4,1,1,4,1,3,1,2,2,2,2,2,20,1.5,90,0.08,5,1,60,0.08,5,1.5,0.5,30,5.41,325
1,2,2,14,1,9,14,1,9,2,1,1,1,1,1,2,1,2,5,1,1,5,4,1,800,700,9,4,2,2,2,2,2,2,2,1,6,24,1,4,3,1,1,5,1,6,5,3,11,2100,3,2,5,3,2,5,1,1,1,3,1,1,1,2,2,1,1,2,1,2,3,1,1,2,2,2,15,0.75,45,1.5,90,0.33,20,0.08,5,0.17,2,120,5.33,320
1,2,1,13,2,8,13,2,8,2,1,2,2,1,2,2,2,1,2,1,1,5,5,3,730,720,3,2,2,2,2,2,2,2,2,1,6,30,1,4,4,3,5,1,2,3,6,2,13,2230,0,5,3,3,5,3,1,1,2,5,1,1,1,1,4,1,1,3,1,2,2,1,1,1,1,1,10,1,60,0,0,99,99,0.33,20,2,1,60,5.33,320
1,2,1,12,2,7,12,2,7,2,1,1,2,2,2,2,1,1,3,1,2,5,4,2,815,730,3,2,2,2,2,2,2,2,2,1,7,24,2,1,1,1,5,1,2,3,4,2,13,2100,0,5,5,2,5,5,1,1,5,1,1,1,2,1,1,1,1,2,1,4,4,2,1,2,3,3,20,2,120,0,0,0,0,0.17,10,2,1,60,5.67,340
1,1,2,11,1,6,11,1,6,1,1,2,2,2,2,2,2,2,0,1,2,5,5,2,835,745,7,3,1,2,2,2,2,2,2,1,6,24,5,5,3,3,5,5,1,4,1,3,11,2100,0,3,5,3,3,4,5,1,3,1,1,1,4,5,4,1,5,4,1,1,1,1,1,1,1,1,10,3,180,1,60,0,0,1,60,0.5,2,120,9.5,570
1,1,1,11,1,6,11,1,6,2,1,1,1,1,2,2,1,1,5,1,2,5,5,1,800,715,3,1,2,2,2,2,2,2,2,1,7,22,1,5,1,1,4,1,1,2,2,1,10,2030,0,2,5,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,3,1,1,1,2,2,12.5,1.5,90,0,0,0.33,20,0,0,0.5,0.75,45,5.08,305
1,1,2,11,1,6,11,1,6,1,1,1,2,1,2,2,1,1,4,1,1,5,3,3,800,700,3,4,1,2,2,2,2,2,2,1,6,24,2,2,2,1,4,5,1,7,4,3,13,2100,0,2,2,5,1,3,2,3,2,1,1,2,3,1,5,99,1,4,1,2,2,2,2,1,2,2,17.5,0.5,30,0.75,45,0,0,0.25,15,0.5,0.75,45,3.75,225
1,1,2,13,1,10,16,2,10,1,1,1,2,2,2,2,2,1,2,1,2,4,4,2,820,730,2,2,2,2,2,2,2,2,2,1,3,28,5,2,5,2,4,1,5,4,5,2,13,2200,0,4,5,2,2,2,3,1,1,5,1,1,2,2,4,2,2,4,1,3,1,2,2,1,2,2,17.5,2,120,0,0,0,0,2,120,0.5,6,360,12.5,750
1,2,2,13,1,8,13,1,8,2,1,2,2,2,2,2,1,1,2,1,2,5,4,1,830,745,5,4,2,2,2,2,2,2,2,1,5,24,3,4,2,1,3,2,2,2,1,3,15,2100,1,4,5,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,10,0.5,30,0.5,30,0.5,30,0.08,5,0.5,1.5,90,6.58,395
1,1,1,12,1,7,12,1,7,2,1,2,2,2,2,2,2,2,0,1,1,5,3,3,815,800,3,1,2,2,2,2,2,2,2,1,3,28,4,4,1,2,4,1,1,1,1,1,17,2200,2,4,5,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,10,0.5,30,1,60,1,60,0,0,0.5,1,60,4.5,270
1,1,1,16,1,11,16,1,11,1,1,2,2,2,2,2,2,1,1,1,1,5,1,1,710,610,7,5,1,2,2,2,2,2,1,1,3,24,2,5,1,5,5,5,2,6,1,3,7,2100,0,3,2,5,4,3,3,1,3,5,3,3,3,5,5,1,5,5,1,3,3,3,2,2,2,2,22.5,0,0,5,300,2,120,2,120,3,0,0,13,780
1,2,1,11,2,6,11,2,6,1,1,1,1,2,2,1,1,1,5,1,1,5,3,2,800,745,3,5,2,2,2,2,2,2,2,1,6,28,1,5,1,3,1,2,2,5,2,3,14,2200,2,3,4,4,5,3,1,1,1,2,1,1,3,2,3,1,1,1,1,1,1,1,1,2,1,1,12.5,3,180,1,60,1,60,0,0,0,0,0,7,420
1,1,1,16,1,10,16,1,10,1,1,1,1,1,1,1,1,1,7,1,1,5,4,1,830,730,7,2,2,1,2,2,2,2,2,1,3,26,3,5,3,5,2,5,1,3,4,2,15,2130,0,5,3,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,60,2,120,4,240,0.5,30,0,0,0,14.5,870
1,1,3,13,1,8,13,1,8,1,1,2,2,2,2,2,1,1,2,1,1,5,4,1,845,830,4,3,2,2,2,2,2,2,2,4,5,23,4,5,1,2,4,5,3,3,4,2,13,2045,2,4,5,2,2,3,1,1,2,2,1,1,2,2,2,1,1,2,1,3,1,2,1,2,2,2,17.5,1,60,2,120,1,60,0,0,1,1,60,8,480
1,1,2,11,2,6,11,2,6,1,1,2,2,2,1,2,2,1,2,1,1,5,4,1,800,755,3,2,2,2,2,2,2,2,2,1,6,26,4,5,4,3,1,3,1,3,3,1,17,2130,0,3,5,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,120,0.17,10,0.25,15,0.5,30,0,1,60,5.92,355
1,1,1,17,2,11,17,2,11,1,1,1,2,1,1,2,2,1,4,1,2,5,3,1,800,720,6,2,2,2,2,2,2,2,1,6,5,30,5,5,5,1,2,1,1,4,6,2,14,2230,7,4,5,4,3,5,3,4,2,5,1,3,3,4,2,5,3,4,3,4,1,1,1,1,1,1,10,1.5,90,0,0,0.5,30,6,360,0.5,3,180,15.5,930
1,1,3,13,1,8,17,1,12,2,1,2,2,2,1,2,2,2,1,1,1,5,3,1,745,745,3,2,2,2,1,2,2,2,2,1,7,28,1,1,4,1,3,5,4,2,2,1,15,2200,3,2,4,2,2,2,1,1,1,5,3,3,4,4,4,1,1,4,1,4,1,2,1,2,2,2,17.5,1.5,90,3,180,1.5,90,0.5,30,1,1.5,90,9,540
1,2,2,12,1,6,12,1,6,1,1,2,2,2,2,2,2,1,1,1,2,5,4,1,800,700,7,1,2,2,2,2,2,2,2,1,5,26,5,4,1,3,4,1,4,4,3,3,12,2130,3,5,4,3,2,4,1,1,3,2,1,1,2,3,3,4,1,2,1,3,2,3,1,2,2,2,20,4,240,1,60,0.5,30,0,0,1,3.5,210,11,660
1,1,2,13,1,7,13,1,7,1,1,1,2,2,2,2,1,1,3,1,1,5,5,1,800,700,7,2,2,2,2,2,2,2,2,1,6,23,4,5,4,2,2,3,4,3,4,2,11,2045,0,2,4,2,4,4,2,2,2,4,1,1,1,3,4,2,4,2,1,4,4,2,2,2,2,2,20,0.5,30,0.12,7,0,0,0.25,15,0.08,2.5,150,7.95,477
1,1,1,17,2,12,17,2,12,1,1,2,2,2,1,2,1,1,3,1,1,5,4,1,720,700,3,2,2,2,2,2,2,2,2,1,6,28,1,5,4,5,3,2,1,6,6,1,11,2200,2,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,2,1,1,1,1,2,1,12.5,1.83,110,0,0,4,240,5.98,359,4,0,0,20.64,1239
1,1,1,14,2,10,14,2,10,1,1,2,2,2,2,2,2,1,1,1,1,4,3,1,800,745,3,2,2,2,2,2,2,2,2,1,7,30,5,4,5,5,4,1,4,1,3,2,14,2230,0,3,4,3,1,1,1,1,4,3,1,2,2,4,2,1,1,4,2,4,2,2,1,2,2,2,17.5,3,180,0,0,0,0,1,60,0.42,3,180,8.17,490
1,2,1,15,1,9,15,1,9,2,1,2,1,2,2,2,2,1,2,1,2,5,3,1,850,730,7,6,2,2,2,2,2,2,2,1,5,28,5,5,2,2,2,1,5,4,2,3,13,2200,1,1,5,5,1,5,2,1,1,1,1,1,5,5,1,5,1,4,1,5,1,1,2,1,1,2,12.5,3,180,0,0,0,0,0,0,0,2,120,7,420
1,2,2,14,1,8,15,1,10,1,1,2,2,2,2,2,2,1,1,1,1,5,3,2,750,720,3,4,2,2,2,2,2,2,2,1,6,30,2,5,4,4,2,2,1,6,3,3,15,2230,2,3,4,4,4,1,2,1,2,3,1,3,2,4,4,1,2,2,1,1,1,99,1,1,1,1,99,1,60,2,120,0.17,10,1,60,0,2,120,7.17,430
1,1,3,11,1,6,13,1,8,2,1,1,1,2,1,1,2,1,5,2,1,5,5,1,800,730,7,1,2,2,2,2,2,2,2,4,6,30,4,4,2,3,2,4,2,4,2,3,15,2230,2,2,4,2,3,2,1,2,3,2,1,1,2,2,1,2,2,2,1,3,2,1,1,2,2,1,15,0.5,30,1,60,0.17,10,0.33,20,1,3,180,8,480
1,1,1,12,2,7,12,2,7,1,1,1,2,1,2,1,1,1,5,1,2,5,4,1,845,815,7,2,2,2,2,2,2,1,2,3,5,1,5,5,5,5,5,3,3,7,7,1,17,2400,0,5,1,5,5,1,4,5,5,3,1,1,2,1,2,2,2,2,2,2,4,1,2,1,1,1,12.5,5,300,0,0,8,480,10,600,2.5,3,180,36.5,2190
1,1,2,12,2,7,15,2,10,2,1,1,2,1,2,2,2,1,3,2,1,5,5,1,730,650,7,2,2,2,2,2,2,1,2,1,7,26,4,5,5,5,5,1,5,2,7,2,11,2130,0,4,4,3,1,3,3,1,1,5,1,3,3,4,3,5,1,3,1,4,2,2,1,3,2,2,20,0.5,30,0,0,0.5,30,3,180,0.5,2,120,7,420
1,1,2,12,2,7,12,2,7,1,1,2,2,2,1,2,1,1,3,1,1,4,4,1,745,700,7,4,2,1,2,2,2,1,2,1,3,30,4,5,2,2,1,2,1,3,4,2,9,2230,0,2,5,2,1,1,2,2,1,2,1,2,5,4,2,1,1,2,2,2,1,2,1,2,2,2,17.5,2,120,0,0,0,0,0,0,0,1,60,4,240
1,1,1,15,1,9,15,1,9,1,1,1,1,2,1,1,1,1,6,1,1,5,4,1,830,800,3,1,2,2,2,2,2,2,2,1,7,32,4,5,1,1,4,3,1,4,4,1,17,2300,0,4,4,2,1,1,1,1,2,4,1,1,1,2,2,2,1,4,1,2,2,2,1,2,2,2,17.5,1,60,2,120,0,0,0,0,1,0,0,8,480
1,1,1,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,2,5,3,1,810,750,3,2,1,2,2,2,1,1,2,1,6,32,3,5,2,3,5,1,4,3,4,2,13,2300,2,4,5,2,5,1,1,3,2,5,1,1,5,2,2,2,1,2,1,1,3,2,2,1,2,1,17.5,2,120,0,0,0,0,0.5,30,2,4,240,10,600
1,1,2,12,2,7,12,2,7,1,1,2,2,2,2,2,2,1,1,1,1,4,4,1,800,720,3,1,2,2,2,2,2,2,2,1,6,27,4,4,1,5,5,1,2,3,2,3,13,2145,0,3,4,4,1,3,3,1,1,5,1,1,4,4,5,1,1,4,1,4,4,2,1,2,2,2,17.5,1.5,90,0,0,2,120,0.5,30,4,1,60,10,600
1,2,1,16,2,11,16,2,11,1,1,1,2,2,2,2,1,1,3,1,1,5,3,1,800,655,7,2,1,2,2,2,2,2,2,1,6,28,5,3,3,4,1,2,1,5,5,1,13,2200,0,2,3,5,5,3,1,1,1,1,1,1,2,1,4,1,1,4,1,2,1,1,1,2,2,3,15,5,300,1,60,0,0,5,300,0,1,60,14,840
1,2,2,15,2,10,17,1,12,2,1,2,2,2,1,2,2,2,1,1,1,5,4,1,700,640,3,2,2,2,2,2,2,2,2,1,3,28,4,5,2,5,2,2,2,6,4,3,13,2200,0,2,5,2,2,2,2,1,2,2,2,3,1,2,1,2,2,2,1,1,1,1,2,1,2,1,15,3,180,6,360,6,360,1,60,3,0,0,25,1500
1,1,3,13,1,6,17,2,11,1,1,1,2,1,1,2,2,1,4,1,2,5,3,1,845,830,4,3,2,2,2,2,2,2,2,1,5,30,4,4,4,1,1,1,4,4,4,1,15,2230,3,3,3,4,1,5,1,1,3,4,1,3,4,1,1,1,4,1,3,3,5,1,1,2,2,3,15,3,180,0,0,0,0,99,99,99,0,0,6,360
